date,product_name,mrp,cost_price,current_price,discount_pct,stock_qty,days_to_expiry,units_sold_today,is_weekend,margin_pct,profit_per_unit,revenue_today,profit_today,units_sold_7d_avg,waste_if_unsold,loss_if_expired
2025-03-09,Burger Buns (4 pcs),30,22,30.0,0,20,3,10,1,26.7,8.0,300.0,80.0,8.14,0,0
2025-03-10,Burger Buns (4 pcs),30,22,27.0,10,10,2,5,0,26.7,5.0,135.0,25.0,8.29,0,0
2025-03-11,Burger Buns (4 pcs),30,22,21.0,30,5,1,5,0,26.7,-1.0,105.0,-5.0,7.71,0,0
2025-03-12,Burger Buns (4 pcs),30,22,30.0,0,26,4,6,0,26.7,8.0,180.0,48.0,7.86,0,0
2025-03-13,Burger Buns (4 pcs),30,22,30.0,0,20,3,6,0,26.7,8.0,180.0,48.0,7.43,0,0
2025-03-14,Burger Buns (4 pcs),30,22,27.0,10,14,2,10,0,26.7,5.0,270.0,50.0,7.29,0,0
2025-03-15,Burger Buns (4 pcs),30,22,28.5,5,4,1,4,1,26.7,6.5,114.0,26.0,7.14,0,0
2025-03-16,Burger Buns (4 pcs),30,22,30.0,0,25,4,5,1,26.7,8.0,150.0,40.0,6.57,0,0
2025-03-17,Burger Buns (4 pcs),30,22,30.0,0,20,3,5,0,26.7,8.0,150.0,40.0,5.86,0,0
2025-03-18,Burger Buns (4 pcs),30,22,30.0,0,15,2,4,0,26.7,8.0,120.0,32.0,5.86,0,0
2025-03-19,Burger Buns (4 pcs),30,22,27.0,10,11,1,10,0,26.7,5.0,270.0,50.0,5.71,1,22
2025-03-20,Burger Buns (4 pcs),30,22,30.0,0,26,4,6,0,26.7,8.0,180.0,48.0,6.29,0,0
2025-03-21,Burger Buns (4 pcs),30,22,30.0,0,20,3,8,0,26.7,8.0,240.0,64.0,6.29,0,0
2025-03-22,Burger Buns (4 pcs),30,22,28.5,5,12,2,12,1,26.7,6.5,342.0,78.0,6.0,0,0
2025-03-23,Burger Buns (4 pcs),30,22,30.0,0,22,4,4,1,26.7,8.0,120.0,32.0,7.14,0,0
2025-03-24,Burger Buns (4 pcs),30,22,30.0,0,18,3,5,0,26.7,8.0,150.0,40.0,7.0,0,0
2025-03-25,Burger Buns (4 pcs),30,22,27.0,10,13,2,6,0,26.7,5.0,162.0,30.0,7.0,0,0
2025-03-26,Burger Buns (4 pcs),30,22,30.0,0,7,1,5,0,26.7,8.0,150.0,40.0,7.29,2,44
2025-03-27,Burger Buns (4 pcs),30,22,30.0,0,22,4,3,0,26.7,8.0,90.0,24.0,6.57,0,0
2025-03-28,Burger Buns (4 pcs),30,22,30.0,0,19,3,9,0,26.7,8.0,270.0,72.0,6.14,0,0
2025-03-29,Burger Buns (4 pcs),30,22,28.5,5,10,2,9,1,26.7,6.5,256.5,58.5,6.29,0,0
2025-03-30,Burger Buns (4 pcs),30,22,24.0,20,1,1,1,1,26.7,2.0,24.0,2.0,5.86,0,0
2025-03-31,Burger Buns (4 pcs),30,22,30.0,0,27,4,9,0,26.7,8.0,270.0,72.0,5.43,0,0
2025-04-01,Burger Buns (4 pcs),30,22,30.0,0,18,3,4,0,26.7,8.0,120.0,32.0,6.0,0,0
2025-04-02,Burger Buns (4 pcs),30,22,24.0,20,14,2,6,0,26.7,2.0,144.0,12.0,5.71,0,0
2025-04-03,Burger Buns (4 pcs),30,22,24.0,20,8,1,8,0,26.7,2.0,192.0,16.0,5.86,0,0
2025-04-04,Burger Buns (4 pcs),30,22,30.0,0,29,4,7,0,26.7,8.0,210.0,56.0,6.57,0,0
2025-04-05,Burger Buns (4 pcs),30,22,30.0,0,22,3,8,1,26.7,8.0,240.0,64.0,6.29,0,0
2025-04-06,Burger Buns (4 pcs),30,22,24.0,20,14,2,9,1,26.7,2.0,216.0,18.0,6.14,0,0
2025-04-07,Burger Buns (4 pcs),30,22,24.0,20,5,1,5,0,26.7,2.0,120.0,10.0,7.29,0,0
2025-04-08,Burger Buns (4 pcs),30,22,30.0,0,30,4,7,0,26.7,8.0,210.0,56.0,6.71,0,0
2025-04-09,Burger Buns (4 pcs),30,22,30.0,0,23,3,4,0,26.7,8.0,120.0,32.0,7.14,0,0
2025-04-10,Burger Buns (4 pcs),30,22,21.0,30,19,2,13,0,26.7,-1.0,273.0,-13.0,6.86,0,0
2025-04-11,Burger Buns (4 pcs),30,22,21.0,30,6,1,6,0,26.7,-1.0,126.0,-6.0,7.57,0,0
2025-04-12,Burger Buns (4 pcs),30,22,30.0,0,30,4,13,1,26.7,8.0,390.0,104.0,7.43,0,0
2025-04-13,Burger Buns (4 pcs),30,22,30.0,0,17,3,4,1,26.7,8.0,120.0,32.0,8.14,0,0
2025-04-14,Burger Buns (4 pcs),30,22,24.0,20,13,2,13,0,26.7,2.0,312.0,26.0,7.43,0,0
2025-04-15,Burger Buns (4 pcs),30,22,30.0,0,28,4,3,0,26.7,8.0,90.0,24.0,8.57,0,0
2025-04-16,Burger Buns (4 pcs),30,22,30.0,0,25,3,8,0,26.7,8.0,240.0,64.0,8.0,0,0
2025-04-17,Burger Buns (4 pcs),30,22,24.0,20,17,2,11,0,26.7,2.0,264.0,22.0,8.57,0,0
2025-04-18,Burger Buns (4 pcs),30,22,21.0,30,6,1,6,0,26.7,-1.0,126.0,-6.0,8.29,0,0
2025-04-19,Burger Buns (4 pcs),30,22,30.0,0,24,4,6,1,26.7,8.0,180.0,48.0,8.29,0,0
2025-04-20,Burger Buns (4 pcs),30,22,30.0,0,18,3,5,1,26.7,8.0,150.0,40.0,7.29,0,0
2025-04-21,Burger Buns (4 pcs),30,22,21.0,30,13,2,13,0,26.7,-1.0,273.0,-13.0,7.43,0,0
2025-04-22,Burger Buns (4 pcs),30,22,30.0,0,23,4,5,0,26.7,8.0,150.0,40.0,7.43,0,0
2025-04-23,Burger Buns (4 pcs),30,22,30.0,0,18,3,4,0,26.7,8.0,120.0,32.0,7.71,0,0
2025-04-24,Burger Buns (4 pcs),30,22,21.0,30,14,2,14,0,26.7,-1.0,294.0,-14.0,7.14,0,0
2025-04-25,Burger Buns (4 pcs),30,22,30.0,0,24,4,4,0,26.7,8.0,120.0,32.0,7.57,0,0
2025-04-26,Burger Buns (4 pcs),30,22,30.0,0,20,3,7,1,26.7,8.0,210.0,56.0,7.29,0,0
2025-04-27,Burger Buns (4 pcs),30,22,21.0,30,13,2,13,1,26.7,-1.0,273.0,-13.0,7.43,0,0
2025-04-28,Burger Buns (4 pcs),30,22,30.0,0,25,4,6,0,26.7,8.0,180.0,48.0,8.57,0,0
2025-04-29,Burger Buns (4 pcs),30,22,30.0,0,19,3,4,0,26.7,8.0,120.0,32.0,7.57,0,0
2025-04-30,Burger Buns (4 pcs),30,22,27.0,10,15,2,12,0,26.7,5.0,324.0,60.0,7.43,0,0
2025-05-01,Burger Buns (4 pcs),30,22,30.0,0,3,1,3,0,26.7,8.0,90.0,24.0,8.57,0,0
2025-05-02,Burger Buns (4 pcs),30,22,30.0,0,29,4,5,0,26.7,8.0,150.0,40.0,7.0,0,0
2025-05-03,Burger Buns (4 pcs),30,22,30.0,0,24,3,8,1,26.7,8.0,240.0,64.0,7.14,0,0
2025-05-04,Burger Buns (4 pcs),30,22,24.0,20,16,2,10,1,26.7,2.0,240.0,20.0,7.29,0,0
2025-05-05,Burger Buns (4 pcs),30,22,24.0,20,6,1,6,0,26.7,2.0,144.0,12.0,6.86,0,0
2025-05-06,Burger Buns (4 pcs),30,22,30.0,0,23,4,7,0,26.7,8.0,210.0,56.0,6.86,0,0
2025-05-07,Burger Buns (4 pcs),30,22,30.0,0,16,3,2,0,26.7,8.0,60.0,16.0,7.29,0,0
2025-05-08,Burger Buns (4 pcs),30,22,18.0,40,14,2,14,0,26.7,-4.0,252.0,-56.0,5.86,0,0
2025-05-09,Burger Buns (4 pcs),30,22,30.0,0,27,4,7,0,26.7,8.0,210.0,56.0,7.43,0,0
2025-05-10,Burger Buns (4 pcs),30,22,30.0,0,20,3,8,1,26.7,8.0,240.0,64.0,7.71,0,0
2025-05-11,Burger Buns (4 pcs),30,22,18.0,40,12,2,12,1,26.7,-4.0,216.0,-48.0,7.71,0,0
2025-05-12,Burger Buns (4 pcs),30,22,30.0,0,22,4,2,0,26.7,8.0,60.0,16.0,8.0,0,0
2025-05-13,Burger Buns (4 pcs),30,22,30.0,0,20,3,6,0,26.7,8.0,180.0,48.0,7.43,0,0
2025-05-14,Burger Buns (4 pcs),30,22,18.0,40,14,2,14,0,26.7,-4.0,252.0,-56.0,7.29,0,0
2025-05-15,Burger Buns (4 pcs),30,22,30.0,0,25,4,10,0,26.7,8.0,300.0,80.0,9.0,0,0
2025-05-16,Burger Buns (4 pcs),30,22,30.0,0,15,3,6,0,26.7,8.0,180.0,48.0,8.43,0,0
2025-05-17,Burger Buns (4 pcs),30,22,18.0,40,9,2,9,1,26.7,-4.0,162.0,-36.0,8.29,0,0
2025-05-18,Burger Buns (4 pcs),30,22,30.0,0,22,4,5,1,26.7,8.0,150.0,40.0,8.43,0,0
2025-05-19,Burger Buns (4 pcs),30,22,30.0,0,17,3,5,0,26.7,8.0,150.0,40.0,7.43,0,0
2025-05-20,Burger Buns (4 pcs),30,22,18.0,40,12,2,12,0,26.7,-4.0,216.0,-48.0,7.86,0,0
2025-05-21,Burger Buns (4 pcs),30,22,30.0,0,31,4,6,0,26.7,8.0,180.0,48.0,8.71,0,0
2025-05-22,Burger Buns (4 pcs),30,22,30.0,0,25,3,6,0,26.7,8.0,180.0,48.0,7.57,0,0
2025-05-23,Burger Buns (4 pcs),30,22,24.0,20,19,2,13,0,26.7,2.0,312.0,26.0,7.0,0,0
2025-05-24,Burger Buns (4 pcs),30,22,28.5,5,6,1,6,1,26.7,6.5,171.0,39.0,8.0,0,0
2025-05-25,Burger Buns (4 pcs),30,22,30.0,0,22,4,7,1,26.7,8.0,210.0,56.0,7.57,0,0
2025-05-26,Burger Buns (4 pcs),30,22,30.0,0,15,3,5,0,26.7,8.0,150.0,40.0,7.86,0,0
2025-05-27,Burger Buns (4 pcs),30,22,18.0,40,10,2,10,0,26.7,-4.0,180.0,-40.0,7.86,0,0
2025-05-28,Burger Buns (4 pcs),30,22,30.0,0,26,4,9,0,26.7,8.0,270.0,72.0,7.57,0,0
2025-05-29,Burger Buns (4 pcs),30,22,30.0,0,17,3,10,0,26.7,8.0,300.0,80.0,8.0,0,0
2025-05-30,Burger Buns (4 pcs),30,22,21.0,30,7,2,7,0,26.7,-1.0,147.0,-7.0,8.57,0,0
2025-05-31,Burger Buns (4 pcs),30,22,30.0,0,27,4,6,1,26.7,8.0,180.0,48.0,7.71,0,0
2025-06-01,Burger Buns (4 pcs),30,22,30.0,0,21,3,7,1,26.7,8.0,210.0,56.0,7.71,0,0
2025-06-02,Burger Buns (4 pcs),30,22,24.0,20,14,2,8,0,26.7,2.0,192.0,16.0,7.71,0,0
2025-06-03,Burger Buns (4 pcs),30,22,27.0,10,6,1,6,0,26.7,5.0,162.0,30.0,8.14,0,0
2025-06-04,Burger Buns (4 pcs),30,22,30.0,0,24,4,8,0,26.7,8.0,240.0,64.0,7.57,0,0
2025-06-05,Burger Buns (4 pcs),30,22,30.0,0,16,3,4,0,26.7,8.0,120.0,32.0,7.43,0,0
2025-06-06,Burger Buns (4 pcs),30,22,28.5,5,12,2,7,0,26.7,6.5,199.5,45.5,6.57,0,0
2025-06-07,Burger Buns (4 pcs),30,22,27.0,10,5,1,5,1,26.7,5.0,135.0,25.0,6.57,0,0
2025-06-08,Burger Buns (4 pcs),30,22,30.0,0,28,4,6,1,26.7,8.0,180.0,48.0,6.43,0,0
2025-06-09,Burger Buns (4 pcs),30,22,30.0,0,22,3,5,0,26.7,8.0,150.0,40.0,6.29,0,0
2025-06-10,Burger Buns (4 pcs),30,22,27.0,10,17,2,8,0,26.7,5.0,216.0,40.0,5.86,0,0
2025-06-11,Burger Buns (4 pcs),30,22,28.5,5,9,1,7,0,26.7,6.5,199.5,45.5,6.14,2,44
2025-06-12,Burger Buns (4 pcs),30,22,30.0,0,25,4,7,0,26.7,8.0,210.0,56.0,6.0,0,0
2025-06-13,Burger Buns (4 pcs),30,22,30.0,0,18,3,9,0,26.7,8.0,270.0,72.0,6.43,0,0
2025-06-14,Burger Buns (4 pcs),30,22,24.0,20,9,2,9,1,26.7,2.0,216.0,18.0,6.71,0,0
2025-06-15,Burger Buns (4 pcs),30,22,30.0,0,26,4,9,1,26.7,8.0,270.0,72.0,7.29,0,0
2025-06-16,Burger Buns (4 pcs),30,22,30.0,0,17,3,7,0,26.7,8.0,210.0,56.0,7.71,0,0
2025-06-17,Burger Buns (4 pcs),30,22,24.0,20,10,2,10,0,26.7,2.0,240.0,20.0,8.0,0,0
2025-06-18,Burger Buns (4 pcs),30,22,30.0,0,30,4,6,0,26.7,8.0,180.0,48.0,8.29,0,0
2025-06-19,Burger Buns (4 pcs),30,22,30.0,0,24,3,7,0,26.7,8.0,210.0,56.0,8.14,0,0
2025-06-20,Burger Buns (4 pcs),30,22,24.0,20,17,2,12,0,26.7,2.0,288.0,24.0,8.14,0,0
2025-06-21,Burger Buns (4 pcs),30,22,30.0,0,5,1,5,1,26.7,8.0,150.0,40.0,8.57,0,0
2025-06-22,Burger Buns (4 pcs),30,22,30.0,0,31,4,6,1,26.7,8.0,180.0,48.0,8.0,0,0
2025-06-23,Burger Buns (4 pcs),30,22,30.0,0,25,3,7,0,26.7,8.0,210.0,56.0,7.57,0,0
2025-06-24,Burger Buns (4 pcs),30,22,24.0,20,18,2,15,0,26.7,2.0,360.0,30.0,7.57,0,0
2025-06-25,Burger Buns (4 pcs),30,22,21.0,30,3,1,3,0,26.7,-1.0,63.0,-3.0,8.29,0,0
2025-06-26,Burger Buns (4 pcs),30,22,30.0,0,24,4,5,0,26.7,8.0,150.0,40.0,7.86,0,0
2025-06-27,Burger Buns (4 pcs),30,22,30.0,0,19,3,3,0,26.7,8.0,90.0,24.0,7.57,0,0
2025-06-28,Burger Buns (4 pcs),30,22,27.0,10,16,2,12,1,26.7,5.0,324.0,60.0,6.29,0,0
2025-06-29,Burger Buns (4 pcs),30,22,21.0,30,4,1,4,1,26.7,-1.0,84.0,-4.0,7.29,0,0
2025-01-01,Eggs (1 Dozen),85,68,85.0,0,257,14,18,0,20.0,17.0,1530.0,306.0,18.0,0,0
2025-01-02,Eggs (1 Dozen),85,68,85.0,0,239,13,28,0,20.0,17.0,2380.0,476.0,18.0,0,0
2025-01-03,Eggs (1 Dozen),85,68,85.0,0,211,12,18,0,20.0,17.0,1530.0,306.0,23.0,0,0
2025-01-04,Eggs (1 Dozen),85,68,85.0,0,193,11,21,1,20.0,17.0,1785.0,357.0,21.33,0,0
2025-01-05,Eggs (1 Dozen),85,68,85.0,0,172,10,22,1,20.0,17.0,1870.0,374.0,21.25,0,0
2025-01-06,Eggs (1 Dozen),85,68,85.0,0,150,9,26,0,20.0,17.0,2210.0,442.0,21.4,0,0
2025-01-07,Eggs (1 Dozen),85,68,85.0,0,124,8,31,0,20.0,17.0,2635.0,527.0,22.17,0,0
2025-01-08,Eggs (1 Dozen),85,68,85.0,0,93,7,16,0,20.0,17.0,1360.0,272.0,23.43,0,0
2025-01-09,Eggs (1 Dozen),85,68,85.0,0,77,6,19,0,20.0,17.0,1615.0,323.0,23.14,0,0
2025-01-10,Eggs (1 Dozen),85,68,85.0,0,58,5,18,0,20.0,17.0,1530.0,306.0,21.86,0,0
2025-01-11,Eggs (1 Dozen),85,68,85.0,0,40,4,20,1,20.0,17.0,1700.0,340.0,21.86,0,0
2025-01-12,Eggs (1 Dozen),85,68,85.0,0,20,3,20,1,20.0,17.0,1700.0,340.0,21.71,0,0
2025-01-13,Eggs (1 Dozen),85,68,85.0,0,292,14,14,0,20.0,17.0,1190.0,238.0,21.43,0,0
2025-01-14,Eggs (1 Dozen),85,68,85.0,0,278,13,22,0,20.0,17.0,1870.0,374.0,19.71,0,0
2025-01-15,Eggs (1 Dozen),85,68,85.0,0,256,12,22,0,20.0,17.0,1870.0,374.0,18.43,0,0
2025-01-16,Eggs (1 Dozen),85,68,85.0,0,234,11,19,0,20.0,17.0,1615.0,323.0,19.29,0,0
2025-01-17,Eggs (1 Dozen),85,68,85.0,0,215,10,16,0,20.0,17.0,1360.0,272.0,19.29,0,0
2025-01-18,Eggs (1 Dozen),85,68,85.0,0,199,9,24,1,20.0,17.0,2040.0,408.0,19.0,0,0
2025-01-19,Eggs (1 Dozen),85,68,85.0,0,175,8,20,1,20.0,17.0,1700.0,340.0,19.57,0,0
2025-01-20,Eggs (1 Dozen),85,68,85.0,0,155,7,24,0,20.0,17.0,2040.0,408.0,19.57,0,0
2025-01-21,Eggs (1 Dozen),85,68,85.0,0,131,6,22,0,20.0,17.0,1870.0,374.0,21.0,0,0
2025-01-22,Eggs (1 Dozen),85,68,85.0,0,109,5,16,0,20.0,17.0,1360.0,272.0,21.0,0,0
2025-01-23,Eggs (1 Dozen),85,68,85.0,0,93,4,21,0,20.0,17.0,1785.0,357.0,20.14,0,0
2025-01-24,Eggs (1 Dozen),85,68,85.0,0,72,3,27,0,20.0,17.0,2295.0,459.0,20.43,0,0
2025-01-25,Eggs (1 Dozen),85,68,68.0,20,45,2,35,1,20.0,0.0,2380.0,0.0,22.0,0,0
2025-01-26,Eggs (1 Dozen),85,68,80.75,5,10,1,10,1,20.0,12.75,807.5,127.5,23.57,0,0
2025-01-27,Eggs (1 Dozen),85,68,85.0,0,291,14,18,0,20.0,17.0,1530.0,306.0,22.14,0,0
2025-01-28,Eggs (1 Dozen),85,68,85.0,0,273,13,19,0,20.0,17.0,1615.0,323.0,21.29,0,0
2025-01-29,Eggs (1 Dozen),85,68,85.0,0,254,12,21,0,20.0,17.0,1785.0,357.0,20.86,0,0
2025-01-30,Eggs (1 Dozen),85,68,85.0,0,233,11,15,0,20.0,17.0,1275.0,255.0,21.57,0,0
2025-01-31,Eggs (1 Dozen),85,68,85.0,0,218,10,28,0,20.0,17.0,2380.0,476.0,20.71,0,0
2025-02-01,Eggs (1 Dozen),85,68,85.0,0,190,9,30,1,20.0,17.0,2550.0,510.0,20.86,0,0
2025-02-02,Eggs (1 Dozen),85,68,85.0,0,160,8,32,1,20.0,17.0,2720.0,544.0,20.14,0,0
2025-02-03,Eggs (1 Dozen),85,68,85.0,0,128,7,27,0,20.0,17.0,2295.0,459.0,23.29,0,0
2025-02-04,Eggs (1 Dozen),85,68,85.0,0,101,6,22,0,20.0,17.0,1870.0,374.0,24.57,0,0
2025-02-05,Eggs (1 Dozen),85,68,85.0,0,79,5,35,0,20.0,17.0,2975.0,595.0,25.0,0,0
2025-02-06,Eggs (1 Dozen),85,68,85.0,0,44,4,30,0,20.0,17.0,2550.0,510.0,27.0,0,0
2025-02-07,Eggs (1 Dozen),85,68,85.0,0,14,3,14,0,20.0,17.0,1190.0,238.0,29.14,0,0
2025-02-08,Eggs (1 Dozen),85,68,85.0,0,315,14,22,1,20.0,17.0,1870.0,374.0,27.14,0,0
2025-02-09,Eggs (1 Dozen),85,68,85.0,0,293,13,19,1,20.0,17.0,1615.0,323.0,26.0,0,0
2025-02-10,Eggs (1 Dozen),85,68,85.0,0,274,12,20,0,20.0,17.0,1700.0,340.0,24.14,0,0
2025-02-11,Eggs (1 Dozen),85,68,85.0,0,254,11,19,0,20.0,17.0,1615.0,323.0,23.14,0,0
2025-02-12,Eggs (1 Dozen),85,68,85.0,0,235,10,20,0,20.0,17.0,1700.0,340.0,22.71,0,0
2025-02-13,Eggs (1 Dozen),85,68,85.0,0,215,9,22,0,20.0,17.0,1870.0,374.0,20.57,0,0
2025-02-14,Eggs (1 Dozen),85,68,85.0,0,193,8,26,0,20.0,17.0,2210.0,442.0,19.43,0,0
2025-02-15,Eggs (1 Dozen),85,68,85.0,0,167,7,19,1,20.0,17.0,1615.0,323.0,21.14,0,0
2025-02-16,Eggs (1 Dozen),85,68,85.0,0,148,6,14,1,20.0,17.0,1190.0,238.0,20.71,0,0
2025-02-17,Eggs (1 Dozen),85,68,85.0,0,134,5,23,0,20.0,17.0,1955.0,391.0,20.0,0,0
2025-02-18,Eggs (1 Dozen),85,68,85.0,0,111,4,15,0,20.0,17.0,1275.0,255.0,20.43,0,0
2025-02-19,Eggs (1 Dozen),85,68,85.0,0,96,3,13,0,20.0,17.0,1105.0,221.0,19.86,0,0
2025-02-20,Eggs (1 Dozen),85,68,68.0,20,83,2,42,0,20.0,0.0,2856.0,0.0,18.86,0,0
2025-02-21,Eggs (1 Dozen),85,68,76.5,10,41,1,32,0,20.0,8.5,2448.0,272.0,21.71,9,612
2025-02-22,Eggs (1 Dozen),85,68,85.0,0,328,14,26,1,20.0,17.0,2210.0,442.0,22.57,0,0
2025-02-23,Eggs (1 Dozen),85,68,85.0,0,302,13,28,1,20.0,17.0,2380.0,476.0,23.57,0,0
2025-02-24,Eggs (1 Dozen),85,68,85.0,0,274,12,16,0,20.0,17.0,1360.0,272.0,25.57,0,0
2025-02-25,Eggs (1 Dozen),85,68,85.0,0,258,11,20,0,20.0,17.0,1700.0,340.0,24.57,0,0
2025-02-26,Eggs (1 Dozen),85,68,85.0,0,238,10,15,0,20.0,17.0,1275.0,255.0,25.29,0,0
2025-02-27,Eggs (1 Dozen),85,68,85.0,0,223,9,28,0,20.0,17.0,2380.0,476.0,25.57,0,0
2025-02-28,Eggs (1 Dozen),85,68,85.0,0,195,8,22,0,20.0,17.0,1870.0,374.0,23.57,0,0
2025-03-01,Eggs (1 Dozen),85,68,85.0,0,173,7,23,1,20.0,17.0,1955.0,391.0,22.14,0,0
2025-03-02,Eggs (1 Dozen),85,68,85.0,0,150,6,21,1,20.0,17.0,1785.0,357.0,21.71,0,0
2025-03-03,Eggs (1 Dozen),85,68,85.0,0,129,5,14,0,20.0,17.0,1190.0,238.0,20.71,0,0
2025-03-04,Eggs (1 Dozen),85,68,85.0,0,115,4,20,0,20.0,17.0,1700.0,340.0,20.43,0,0
2025-03-05,Eggs (1 Dozen),85,68,85.0,0,95,3,16,0,20.0,17.0,1360.0,272.0,20.43,0,0
2025-03-06,Eggs (1 Dozen),85,68,68.0,20,79,2,39,0,20.0,0.0,2652.0,0.0,20.57,0,0
2025-03-07,Eggs (1 Dozen),85,68,68.0,20,40,1,39,0,20.0,0.0,2652.0,0.0,22.14,1,68
2025-03-08,Eggs (1 Dozen),85,68,85.0,0,360,14,24,1,20.0,17.0,2040.0,408.0,24.57,0,0
2025-03-09,Eggs (1 Dozen),85,68,85.0,0,336,13,18,1,20.0,17.0,1530.0,306.0,24.71,0,0
2025-03-10,Eggs (1 Dozen),85,68,85.0,0,318,12,18,0,20.0,17.0,1530.0,306.0,24.29,0,0
2025-03-11,Eggs (1 Dozen),85,68,85.0,0,300,11,20,0,20.0,17.0,1700.0,340.0,24.86,0,0
2025-03-12,Eggs (1 Dozen),85,68,85.0,0,280,10,19,0,20.0,17.0,1615.0,323.0,24.86,0,0
2025-03-13,Eggs (1 Dozen),85,68,85.0,0,261,9,17,0,20.0,17.0,1445.0,289.0,25.29,0,0
2025-03-14,Eggs (1 Dozen),85,68,85.0,0,244,8,29,0,20.0,17.0,2465.0,493.0,22.14,0,0
2025-03-15,Eggs (1 Dozen),85,68,85.0,0,215,7,21,1,20.0,17.0,1785.0,357.0,20.71,0,0
2025-03-16,Eggs (1 Dozen),85,68,85.0,0,194,6,24,1,20.0,17.0,2040.0,408.0,20.29,0,0
2025-03-17,Eggs (1 Dozen),85,68,85.0,0,170,5,24,0,20.0,17.0,2040.0,408.0,21.14,0,0
2025-03-18,Eggs (1 Dozen),85,68,85.0,0,146,4,9,0,20.0,17.0,765.0,153.0,22.0,0,0
2025-03-19,Eggs (1 Dozen),85,68,85.0,0,137,3,20,0,20.0,17.0,1700.0,340.0,20.43,0,0
2025-03-20,Eggs (1 Dozen),85,68,59.5,30,117,2,34,0,20.0,-8.5,2023.0,-289.0,20.57,0,0
2025-03-21,Eggs (1 Dozen),85,68,59.5,30,83,1,43,0,20.0,-8.5,2558.5,-365.5,23.0,40,2720
2025-03-22,Eggs (1 Dozen),85,68,85.0,0,296,14,26,1,20.0,17.0,2210.0,442.0,25.0,0,0
2025-03-23,Eggs (1 Dozen),85,68,85.0,0,270,13,26,1,20.0,17.0,2210.0,442.0,25.71,0,0
2025-03-24,Eggs (1 Dozen),85,68,85.0,0,244,12,25,0,20.0,17.0,2125.0,425.0,26.0,0,0
2025-03-25,Eggs (1 Dozen),85,68,85.0,0,219,11,15,0,20.0,17.0,1275.0,255.0,26.14,0,0
2025-03-26,Eggs (1 Dozen),85,68,85.0,0,204,10,16,0,20.0,17.0,1360.0,272.0,27.0,0,0
2025-03-27,Eggs (1 Dozen),85,68,85.0,0,188,9,21,0,20.0,17.0,1785.0,357.0,26.43,0,0
2025-03-28,Eggs (1 Dozen),85,68,85.0,0,167,8,26,0,20.0,17.0,2210.0,442.0,24.57,0,0
2025-03-29,Eggs (1 Dozen),85,68,85.0,0,141,7,15,1,20.0,17.0,1275.0,255.0,22.14,0,0
2025-03-30,Eggs (1 Dozen),85,68,85.0,0,126,6,22,1,20.0,17.0,1870.0,374.0,20.57,0,0
2025-03-31,Eggs (1 Dozen),85,68,85.0,0,104,5,21,0,20.0,17.0,1785.0,357.0,20.0,0,0
2025-04-01,Eggs (1 Dozen),85,68,85.0,0,83,4,21,0,20.0,17.0,1785.0,357.0,19.43,0,0
2025-04-02,Eggs (1 Dozen),85,68,85.0,0,62,3,22,0,20.0,17.0,1870.0,374.0,20.29,0,0
2025-04-03,Eggs (1 Dozen),85,68,68.0,20,40,2,40,0,20.0,0.0,2720.0,0.0,21.14,0,0
2025-04-04,Eggs (1 Dozen),85,68,85.0,0,353,14,27,0,20.0,17.0,2295.0,459.0,23.86,0,0
2025-04-05,Eggs (1 Dozen),85,68,85.0,0,326,13,27,1,20.0,17.0,2295.0,459.0,24.0,0,0
2025-04-06,Eggs (1 Dozen),85,68,85.0,0,299,12,27,1,20.0,17.0,2295.0,459.0,25.71,0,0
2025-04-07,Eggs (1 Dozen),85,68,85.0,0,272,11,9,0,20.0,17.0,765.0,153.0,26.43,0,0
2025-04-08,Eggs (1 Dozen),85,68,85.0,0,263,10,20,0,20.0,17.0,1700.0,340.0,24.71,0,0
2025-04-09,Eggs (1 Dozen),85,68,85.0,0,243,9,24,0,20.0,17.0,2040.0,408.0,24.57,0,0
2025-04-10,Eggs (1 Dozen),85,68,85.0,0,219,8,12,0,20.0,17.0,1020.0,204.0,24.86,0,0
2025-04-11,Eggs (1 Dozen),85,68,85.0,0,207,7,25,0,20.0,17.0,2125.0,425.0,20.86,0,0
2025-04-12,Eggs (1 Dozen),85,68,85.0,0,182,6,28,1,20.0,17.0,2380.0,476.0,20.57,0,0
2025-04-13,Eggs (1 Dozen),85,68,85.0,0,154,5,22,1,20.0,17.0,1870.0,374.0,20.71,0,0
2025-04-14,Eggs (1 Dozen),85,68,85.0,0,132,4,14,0,20.0,17.0,1190.0,238.0,20.0,0,0
2025-04-15,Eggs (1 Dozen),85,68,85.0,0,118,3,21,0,20.0,17.0,1785.0,357.0,20.71,0,0
2025-04-16,Eggs (1 Dozen),85,68,51.0,40,97,2,54,0,20.0,-17.0,2754.0,-918.0,20.86,0,0
2025-04-17,Eggs (1 Dozen),85,68,85.0,0,43,1,20,0,20.0,17.0,1700.0,340.0,25.14,23,1564
2025-04-18,Eggs (1 Dozen),85,68,85.0,0,301,14,14,0,20.0,17.0,1190.0,238.0,26.29,0,0
2025-04-19,Eggs (1 Dozen),85,68,85.0,0,287,13,27,1,20.0,17.0,2295.0,459.0,24.71,0,0
2025-04-20,Eggs (1 Dozen),85,68,85.0,0,260,12,21,1,20.0,17.0,1785.0,357.0,24.57,0,0
