date,product_name,category,mrp,cost_price,shelf_life_days,expiry_date,days_remaining,discount_pct,discounted_price,morning_price,evening_price,stock_qty,units_sold_today,is_weekend,margin_pct,revenue_today,cost_today,gross_profit_today,units_sold_7d_avg
2025-02-11,Basmati Rice 1kg,Grocery,95,72,365,2026-01-01,323.603,0,95.0,,,10471,26,0,24.2,2470.0,1872,598.0,23.86
2025-02-11,Onions 1kg,Grocery,35,24,15,2025-02-25,13.206,0,35.0,,,500,34,0,31.4,1190.0,816,374.0,43.86
2025-02-11,Potatoes 1kg,Grocery,30,20,20,2025-02-25,13.873,0,30.0,,,621,28,0,33.3,840.0,560,280.0,35.57
2025-02-11,Coriander (Bunch),Vegetables,15,8,2,2025-02-13,1.418,5,14.25,15.0,14.25,20,18,0,46.7,264.75,144,120.75,11.57
2025-02-11,Spinach Bunch,Vegetables,30,18,2,2025-02-12,0.446,10,27.0,30.0,27.0,11,11,0,40.0,318.0,198,120.0,10.29
2025-02-11,Tomatoes,Vegetables,40,28,4,2025-02-12,0.412,40,24.0,40.0,24.0,6,6,0,30.0,208.0,168,40.0,14.0
2025-02-12,Brown Bread,Bakery,55,40,4,2025-02-13,0.669,10,49.5,,,10,10,0,27.3,495.0,400,95.0,9.0
2025-02-12,Burger Buns (4 pcs),Bakery,30,22,4,2025-02-16,3.043,0,30.0,,,22,5,0,26.7,150.0,110,40.0,6.43
2025-02-12,Ladi Pav (6 pcs),Bakery,20,14,3,2025-02-15,2.84,0,20.0,,,56,18,0,30.0,360.0,252,108.0,23.29
2025-02-12,White Bread,Bakery,45,32,4,2025-02-13,0.522,40,27.0,,,13,13,0,28.9,351.0,416,-65.0,19.43
2025-02-12,Milk 1L (Toned),Dairy,66,58,2,2025-02-14,1.139,5,62.7,,,39,27,0,12.1,1692.9,1566,126.9,20.57
2025-02-12,Paneer 200g,Dairy,90,65,4,2025-02-14,1.678,5,85.5,,,21,7,0,27.8,598.5,455,143.5,5.57
2025-02-12,Eggs (1 Dozen),Eggs,85,68,14,2025-02-22,9.964,0,85.0,,,215,18,0,20.0,1530.0,1224,306.0,27.57
2025-02-12,Bananas,Fruits,60,42,5,2025-02-15,2.127,10,54.0,,,36,10,0,30.0,540.0,420,120.0,12.0
2025-02-12,Basmati Rice 1kg,Grocery,95,72,365,2026-01-01,322.603,0,95.0,,,10445,25,0,24.2,2375.0,1800,575.0,24.14
2025-02-12,Onions 1kg,Grocery,35,24,15,2025-02-25,12.206,0,35.0,,,466,42,0,31.4,1470.0,1008,462.0,44.0
2025-02-12,Potatoes 1kg,Grocery,30,20,20,2025-02-25,12.873,0,30.0,,,593,37,0,33.3,1110.0,740,370.0,35.0
2025-02-12,Coriander (Bunch),Vegetables,15,8,2,2025-02-13,0.418,10,13.5,15.0,13.5,2,2,0,46.7,28.5,16,12.5,12.29
2025-02-12,Spinach Bunch,Vegetables,30,18,2,2025-02-14,1.038,0,30.0,30.0,30.0,17,13,0,40.0,390.0,234,156.0,11.14
2025-02-12,Tomatoes,Vegetables,40,28,4,2025-02-16,3.733,0,40.0,40.0,40.0,52,10,0,30.0,400.0,280,120.0,12.86
2025-02-13,Brown Bread,Bakery,55,40,4,2025-02-17,3.994,0,55.0,,,35,8,0,27.3,440.0,320,120.0,9.57
2025-02-13,Burger Buns (4 pcs),Bakery,30,22,4,2025-02-16,2.043,5,28.5,,,17,4,0,26.7,114.0,88,26.0,6.57
2025-02-13,Ladi Pav (6 pcs),Bakery,20,14,3,2025-02-15,1.84,5,19.0,,,38,21,0,30.0,399.0,294,105.0,24.14
2025-02-13,White Bread,Bakery,45,32,4,2025-02-17,3.654,0,45.0,,,58,19,0,28.9,855.0,608,247.0,18.43
2025-02-13,Milk 1L (Toned),Dairy,66,58,2,2025-02-14,0.139,40,39.6,,,12,12,0,12.1,475.2,696,-220.8,21.43
2025-02-13,Paneer 200g,Dairy,90,65,4,2025-02-14,0.678,20,72.0,,,14,14,0,27.8,1008.0,910,98.0,5.43
2025-02-13,Eggs (1 Dozen),Eggs,85,68,14,2025-02-22,8.964,0,85.0,,,197,18,0,20.0,1530.0,1224,306.0,25.86
2025-02-13,Bananas,Fruits,60,42,5,2025-02-15,1.127,10,54.0,,,26,11,0,30.0,594.0,462,132.0,12.43
2025-02-13,Basmati Rice 1kg,Grocery,95,72,365,2026-01-01,321.603,0,95.0,,,10420,23,0,24.2,2185.0,1656,529.0,23.71
2025-02-13,Onions 1kg,Grocery,35,24,15,2025-02-25,11.206,5,33.25,,,424,34,0,31.4,1130.5,816,314.5,43.0
2025-02-13,Potatoes 1kg,Grocery,30,20,20,2025-02-25,11.873,0,30.0,,,556,32,0,33.3,960.0,640,320.0,34.43
2025-02-13,Coriander (Bunch),Vegetables,15,8,2,2025-02-15,1.928,0,15.0,15.0,15.0,24,16,0,46.7,240.0,128,112.0,10.43
2025-02-13,Spinach Bunch,Vegetables,30,18,2,2025-02-14,0.038,60,12.0,30.0,12.0,4,4,0,40.0,84.0,72,12.0,11.29
2025-02-13,Tomatoes,Vegetables,40,28,4,2025-02-16,2.733,0,40.0,40.0,40.0,42,11,0,30.0,440.0,308,132.0,12.43
2025-02-14,Brown Bread,Bakery,55,40,4,2025-02-17,2.994,5,52.25,,,27,13,0,27.3,679.25,520,159.25,9.14
2025-02-14,Burger Buns (4 pcs),Bakery,30,22,4,2025-02-16,1.043,10,27.0,,,13,7,0,26.7,189.0,154,35.0,5.57
2025-02-14,Ladi Pav (6 pcs),Bakery,20,14,3,2025-02-15,0.84,10,18.0,,,17,17,0,30.0,306.0,238,68.0,24.57
2025-02-14,White Bread,Bakery,45,32,4,2025-02-17,2.654,0,45.0,,,39,16,0,28.9,720.0,512,208.0,18.57
2025-02-14,Milk 1L (Toned),Dairy,66,58,2,2025-02-16,1.918,0,66.0,,,40,21,0,12.1,1386.0,1218,168.0,19.29
2025-02-14,Paneer 200g,Dairy,90,65,4,2025-02-18,3.549,0,90.0,,,29,2,0,27.8,180.0,130,50.0,6.86
2025-02-14,Eggs (1 Dozen),Eggs,85,68,14,2025-02-22,7.964,0,85.0,,,179,30,0,20.0,2550.0,2040,510.0,22.71
2025-02-14,Bananas,Fruits,60,42,5,2025-02-15,0.127,50,30.0,,,15,15,0,30.0,450.0,630,-180.0,11.57
2025-02-14,Basmati Rice 1kg,Grocery,95,72,365,2026-01-01,320.603,0,95.0,,,10397,27,0,24.2,2565.0,1944,621.0,24.71
2025-02-14,Onions 1kg,Grocery,35,24,15,2025-02-25,10.206,0,35.0,,,390,25,0,31.4,875.0,600,275.0,41.14
2025-02-14,Potatoes 1kg,Grocery,30,20,20,2025-02-25,10.873,0,30.0,,,524,36,0,33.3,1080.0,720,360.0,34.14
2025-02-14,Coriander (Bunch),Vegetables,15,8,2,2025-02-15,0.928,10,13.5,15.0,13.5,8,8,0,46.7,115.5,64,51.5,11.57
2025-02-14,Spinach Bunch,Vegetables,30,18,2,2025-02-16,1.256,0,30.0,30.0,30.0,18,14,0,40.0,420.0,252,168.0,10.14
2025-02-14,Tomatoes,Vegetables,40,28,4,2025-02-16,1.733,5,38.0,40.0,38.0,31,22,0,30.0,862.0,616,246.0,12.71
2025-02-15,Brown Bread,Bakery,55,40,4,2025-02-17,1.994,5,52.25,,,14,14,1,27.3,731.5,560,171.5,9.86
2025-02-15,Burger Buns (4 pcs),Bakery,30,22,4,2025-02-16,0.043,60,12.0,,,6,6,1,26.7,72.0,132,-60.0,5.86
2025-02-15,Ladi Pav (6 pcs),Bakery,20,14,3,2025-02-18,2.498,0,20.0,,,68,27,1,30.0,540.0,378,162.0,23.86
2025-02-15,White Bread,Bakery,45,32,4,2025-02-17,1.654,10,40.5,,,23,23,1,28.9,931.5,736,195.5,17.57
2025-02-15,Milk 1L (Toned),Dairy,66,58,2,2025-02-16,0.918,10,59.4,,,19,19,1,12.1,1128.6,1102,26.6,20.71
2025-02-15,Paneer 200g,Dairy,90,65,4,2025-02-18,2.549,5,85.5,,,27,15,1,27.8,1282.5,975,307.5,6.29
2025-02-15,Eggs (1 Dozen),Eggs,85,68,14,2025-02-22,6.964,5,80.75,,,149,28,1,20.0,2261.0,1904,357.0,25.29
2025-02-15,Bananas,Fruits,60,42,5,2025-02-20,4.17,0,60.0,,,59,11,1,30.0,660.0,462,198.0,11.86
2025-02-15,Basmati Rice 1kg,Grocery,95,72,365,2026-01-01,319.603,0,95.0,,,10370,24,1,24.2,2280.0,1728,552.0,26.29
2025-02-15,Onions 1kg,Grocery,35,24,15,2025-02-25,9.206,0,35.0,,,365,37,1,31.4,1295.0,888,407.0,39.71
2025-02-15,Potatoes 1kg,Grocery,30,20,20,2025-02-25,9.873,10,27.0,,,488,69,1,33.3,1863.0,1380,483.0,35.29
2025-02-15,Coriander (Bunch),Vegetables,15,8,2,2025-02-17,1.401,0,15.0,15.0,15.0,26,21,1,46.7,315.0,168,147.0,11.71
2025-02-15,Spinach Bunch,Vegetables,30,18,2,2025-02-16,0.256,20,24.0,30.0,24.0,4,4,1,40.0,108.0,72,36.0,10.57
2025-02-15,Tomatoes,Vegetables,40,28,4,2025-02-16,0.733,20,32.0,40.0,32.0,9,9,1,30.0,328.0,252,76.0,12.57
2025-02-16,Brown Bread,Bakery,55,40,4,2025-02-20,3.204,0,55.0,,,39,6,1,27.3,330.0,240,90.0,10.57
2025-02-16,Burger Buns (4 pcs),Bakery,30,22,4,2025-02-20,3.485,0,30.0,,,25,5,1,26.7,150.0,110,40.0,6.29
2025-02-16,Ladi Pav (6 pcs),Bakery,20,14,3,2025-02-18,1.498,5,19.0,,,41,32,1,30.0,608.0,448,160.0,22.57
2025-02-16,White Bread,Bakery,45,32,4,2025-02-20,3.553,0,45.0,,,58,18,1,28.9,810.0,576,234.0,17.43
2025-02-16,Milk 1L (Toned),Dairy,66,58,2,2025-02-18,1.536,0,66.0,,,43,18,1,12.1,1188.0,1044,144.0,22.0
2025-02-16,Paneer 200g,Dairy,90,65,4,2025-02-18,1.549,10,81.0,,,12,12,1,27.8,972.0,780,192.0,6.43
2025-02-16,Eggs (1 Dozen),Eggs,85,68,14,2025-02-22,5.964,5,80.75,,,121,25,1,20.0,2018.75,1700,318.75,23.71
2025-02-16,Bananas,Fruits,60,42,5,2025-02-20,3.17,5,57.0,,,48,10,1,30.0,570.0,420,150.0,11.43
2025-02-16,Basmati Rice 1kg,Grocery,95,72,365,2026-01-01,318.603,0,95.0,,,10346,27,1,24.2,2565.0,1944,621.0,24.43
2025-02-16,Onions 1kg,Grocery,35,24,15,2025-02-25,8.206,0,35.0,,,328,41,1,31.4,1435.0,984,451.0,37.57
2025-02-16,Potatoes 1kg,Grocery,30,20,20,2025-02-25,8.873,10,27.0,,,419,59,1,33.3,1593.0,1180,413.0,39.86
2025-02-16,Coriander (Bunch),Vegetables,15,8,2,2025-02-17,0.401,20,12.0,15.0,12.0,5,5,1,46.7,69.0,40,29.0,12.43
2025-02-16,Spinach Bunch,Vegetables,30,18,2,2025-02-18,1.661,0,30.0,30.0,30.0,21,18,1,40.0,540.0,324,216.0,9.43
2025-02-16,Tomatoes,Vegetables,40,28,4,2025-02-20,3.719,0,40.0,40.0,40.0,56,16,1,30.0,640.0,448,192.0,11.71
2025-02-17,Brown Bread,Bakery,55,40,4,2025-02-20,2.204,0,55.0,,,33,6,0,27.3,330.0,240,90.0,10.57
2025-02-17,Burger Buns (4 pcs),Bakery,30,22,4,2025-02-20,2.485,5,28.5,,,20,8,0,26.7,228.0,176,52.0,6.0
2025-02-17,Ladi Pav (6 pcs),Bakery,20,14,3,2025-02-18,0.498,10,18.0,,,9,9,0,30.0,162.0,126,36.0,24.43
2025-02-17,White Bread,Bakery,45,32,4,2025-02-20,2.553,0,45.0,,,40,15,0,28.9,675.0,480,195.0,17.57
2025-02-17,Milk 1L (Toned),Dairy,66,58,2,2025-02-18,0.536,20,52.8,,,25,25,0,12.1,1320.0,1450,-130.0,19.86
2025-02-17,Paneer 200g,Dairy,90,65,4,2025-02-21,3.3,0,90.0,,,27,6,0,27.8,540.0,390,150.0,7.71
2025-02-17,Eggs (1 Dozen),Eggs,85,68,14,2025-02-22,4.964,5,80.75,,,96,19,0,20.0,1534.25,1292,242.25,23.29
2025-02-17,Bananas,Fruits,60,42,5,2025-02-20,2.17,10,54.0,,,38,14,0,30.0,756.0,588,168.0,11.86
2025-02-17,Basmati Rice 1kg,Grocery,95,72,365,2026-01-01,317.603,0,95.0,,,10319,34,0,24.2,3230.0,2448,782.0,24.14
2025-02-17,Onions 1kg,Grocery,35,24,15,2025-02-25,7.206,5,33.25,,,287,35,0,31.4,1163.75,840,323.75,34.71
2025-02-17,Potatoes 1kg,Grocery,30,20,20,2025-02-25,7.873,10,27.0,,,360,50,0,33.3,1350.0,1000,350.0,42.43
2025-02-17,Coriander (Bunch),Vegetables,15,8,2,2025-02-19,1.954,0,15.0,15.0,15.0,22,9,0,46.7,135.0,72,63.0,11.43
2025-02-17,Spinach Bunch,Vegetables,30,18,2,2025-02-18,0.661,5,28.5,30.0,28.5,3,3,0,40.0,88.5,54,34.5,10.57
2025-02-17,Tomatoes,Vegetables,40,28,4,2025-02-20,2.719,5,38.0,40.0,38.0,40,11,0,30.0,432.0,308,124.0,12.0
2025-02-18,Brown Bread,Bakery,55,40,4,2025-02-20,1.204,5,52.25,,,27,12,0,27.3,627.0,480,147.0,9.71
2025-02-18,Burger Buns (4 pcs),Bakery,30,22,4,2025-02-20,1.485,10,27.0,,,12,7,0,26.7,189.0,154,35.0,5.57
2025-02-18,Ladi Pav (6 pcs),Bakery,20,14,3,2025-02-21,2.031,0,20.0,,,72,20,0,30.0,400.0,280,120.0,21.14
2025-02-18,White Bread,Bakery,45,32,4,2025-02-20,1.553,10,40.5,,,25,25,0,28.9,1012.5,800,212.5,17.71
2025-02-18,Milk 1L (Toned),Dairy,66,58,2,2025-02-20,1.118,5,62.7,,,41,28,0,12.1,1755.6,1624,131.6,20.0
2025-02-18,Paneer 200g,Dairy,90,65,4,2025-02-21,2.3,5,85.5,,,21,9,0,27.8,769.5,585,184.5,8.29
2025-02-18,Eggs (1 Dozen),Eggs,85,68,14,2025-02-22,3.964,10,76.5,,,77,21,0,20.0,1606.5,1428,178.5,23.71
2025-02-18,Bananas,Fruits,60,42,5,2025-02-20,1.17,10,54.0,,,24,10,0,30.0,540.0,420,120.0,12.43
2025-02-18,Basmati Rice 1kg,Grocery,95,72,365,2026-01-01,316.603,0,95.0,,,10285,22,0,24.2,2090.0,1584,506.0,26.57
2025-02-18,Onions 1kg,Grocery,35,24,15,2025-02-25,6.206,5,33.25,,,252,39,0,31.4,1296.75,936,360.75,35.43
2025-02-18,Potatoes 1kg,Grocery,30,20,20,2025-02-25,6.873,5,28.5,,,310,41,0,33.3,1168.5,820,348.5,44.43
2025-02-18,Coriander (Bunch),Vegetables,15,8,2,2025-02-19,0.954,5,14.25,15.0,14.25,13,13,0,46.7,191.25,104,87.25,11.29
2025-02-18,Spinach Bunch,Vegetables,30,18,2,2025-02-20,1.478,0,30.0,30.0,30.0,18,7,0,40.0,210.0,126,84.0,9.57
2025-02-18,Tomatoes,Vegetables,40,28,4,2025-02-20,1.719,10,36.0,40.0,36.0,29,18,0,30.0,692.0,504,188.0,12.14
2025-02-19,Brown Bread,Bakery,55,40,4,2025-02-20,0.204,20,44.0,,,15,12,0,27.3,528.0,480,48.0,9.86
2025-02-19,Burger Buns (4 pcs),Bakery,30,22,4,2025-02-20,0.485,20,24.0,,,5,5,0,26.7,120.0,110,10.0,6.0
2025-02-19,Ladi Pav (6 pcs),Bakery,20,14,3,2025-02-21,1.031,5,19.0,,,52,25,0,30.0,475.0,350,125.0,20.57
2025-02-19,White Bread,Bakery,45,32,4,2025-02-23,3.59,0,45.0,,,69,13,0,28.9,585.0,416,169.0,18.43
2025-02-19,Milk 1L (Toned),Dairy,66,58,2,2025-02-20,0.118,20,52.8,,,13,13,0,12.1,686.4,754,-67.6,21.43
2025-02-19,Paneer 200g,Dairy,90,65,4,2025-02-21,1.3,10,81.0,,,12,12,0,27.8,972.0,780,192.0,9.29
2025-02-19,Eggs (1 Dozen),Eggs,85,68,14,2025-02-22,2.964,20,68.0,,,56,28,0,20.0,1904.0,1904,0.0,22.71
2025-02-19,Bananas,Fruits,60,42,5,2025-02-20,0.17,60,24.0,,,14,14,0,30.0,336.0,588,-252.0,11.57
2025-02-19,Basmati Rice 1kg,Grocery,95,72,365,2026-01-01,315.603,0,95.0,,,10263,28,0,24.2,2660.0,2016,644.0,26.0
2025-02-19,Onions 1kg,Grocery,35,24,15,2025-02-25,5.206,10,31.5,,,213,54,0,31.4,1701.0,1296,405.0,36.14
2025-02-19,Potatoes 1kg,Grocery,30,20,20,2025-02-25,5.873,10,27.0,,,269,54,0,33.3,1458.0,1080,378.0,46.29
2025-02-19,Coriander (Bunch),Vegetables,15,8,2,2025-02-21,1.189,0,15.0,15.0,15.0,27,6,0,46.7,90.0,48,42.0,10.57
2025-02-19,Spinach Bunch,Vegetables,30,18,2,2025-02-20,0.478,10,27.0,30.0,27.0,11,11,0,40.0,318.0,198,120.0,9.0
2025-02-19,Tomatoes,Vegetables,40,28,4,2025-02-20,0.719,10,36.0,40.0,36.0,11,11,0,30.0,424.0,308,116.0,13.86
2025-02-20,Brown Bread,Bakery,55,40,4,2025-02-24,3.829,0,55.0,,,32,9,0,27.3,495.0,360,135.0,10.14
2025-02-20,Burger Buns (4 pcs),Bakery,30,22,4,2025-02-24,3.99,0,30.0,,,23,6,0,26.7,180.0,132,48.0,6.0
2025-02-20,Ladi Pav (6 pcs),Bakery,20,14,3,2025-02-21,0.031,60,8.0,,,27,27,0,30.0,216.0,378,-162.0,21.57
2025-02-20,White Bread,Bakery,45,32,4,2025-02-23,2.59,0,45.0,,,56,13,0,28.9,585.0,416,169.0,18.43
2025-02-20,Milk 1L (Toned),Dairy,66,58,2,2025-02-22,1.547,0,66.0,,,48,28,0,12.1,1848.0,1624,224.0,19.43
2025-02-20,Paneer 200g,Dairy,90,65,4,2025-02-24,3.494,0,90.0,,,25,5,0,27.8,450.0,325,125.0,10.0
2025-02-20,Eggs (1 Dozen),Eggs,85,68,14,2025-02-22,1.964,40,51.0,,,28,28,0,20.0,1428.0,1904,-476.0,24.14
2025-02-20,Bananas,Fruits,60,42,5,2025-02-25,4.481,0,60.0,,,63,10,0,30.0,600.0,420,180.0,12.14
2025-02-20,Basmati Rice 1kg,Grocery,95,72,365,2026-01-01,314.603,0,95.0,,,10235,21,0,24.2,1995.0,1512,483.0,26.43
2025-02-20,Onions 1kg,Grocery,35,24,15,2025-02-25,4.206,10,31.5,,,159,33,0,31.4,1039.5,792,247.5,37.86
2025-02-20,Potatoes 1kg,Grocery,30,20,20,2025-02-25,4.873,10,27.0,,,215,61,0,33.3,1647.0,1220,427.0,48.71
2025-02-20,Coriander (Bunch),Vegetables,15,8,2,2025-02-21,0.189,40,9.0,15.0,9.0,21,21,0,46.7,267.0,168,99.0,11.14
2025-02-20,Spinach Bunch,Vegetables,30,18,2,2025-02-22,1.098,0,30.0,30.0,30.0,23,9,0,40.0,270.0,162,108.0,8.71
2025-02-20,Tomatoes,Vegetables,40,28,4,2025-02-24,3.709,0,40.0,40.0,40.0,61,12,0,30.0,480.0,336,144.0,14.0
2025-02-21,Brown Bread,Bakery,55,40,4,2025-02-24,2.829,0,55.0,,,23,6,0,27.3,330.0,240,90.0,10.29
2025-02-21,Burger Buns (4 pcs),Bakery,30,22,4,2025-02-24,2.99,0,30.0,,,17,5,0,26.7,150.0,110,40.0,6.29
2025-02-21,Ladi Pav (6 pcs),Bakery,20,14,3,2025-02-24,2.307,0,20.0,,,60,20,0,30.0,400.0,280,120.0,22.43
2025-02-21,White Bread,Bakery,45,32,4,2025-02-23,1.59,10,40.5,,,43,27,0,28.9,1093.5,864,229.5,17.57
2025-02-21,Milk 1L (Toned),Dairy,66,58,2,2025-02-22,0.547,20,52.8,,,20,20,0,12.1,1056.0,1160,-104.0,21.71
2025-02-21,Paneer 200g,Dairy,90,65,4,2025-02-24,2.494,5,85.5,,,20,7,0,27.8,598.5,455,143.5,8.71
2025-02-21,Eggs (1 Dozen),Eggs,85,68,14,2025-03-07,13.264,0,85.0,,,276,23,0,20.0,1955.0,1564,391.0,25.57
2025-02-21,Bananas,Fruits,60,42,5,2025-02-25,3.481,0,60.0,,,53,9,0,30.0,540.0,378,162.0,12.0
2025-02-21,Basmati Rice 1kg,Grocery,95,72,365,2026-01-01,313.603,0,95.0,,,10214,25,0,24.2,2375.0,1800,575.0,26.14
2025-02-21,Onions 1kg,Grocery,35,24,15,2025-02-25,3.206,20,28.0,,,126,61,0,31.4,1708.0,1464,244.0,37.71
2025-02-21,Potatoes 1kg,Grocery,30,20,20,2025-02-25,3.873,10,27.0,,,154,65,0,33.3,1755.0,1300,455.0,52.86
2025-02-21,Coriander (Bunch),Vegetables,15,8,2,2025-02-23,1.776,0,15.0,15.0,15.0,20,11,0,46.7,165.0,88,77.0,11.86
2025-02-21,Spinach Bunch,Vegetables,30,18,2,2025-02-22,0.098,50,15.0,30.0,15.0,14,14,0,40.0,330.0,252,78.0,9.43
2025-02-21,Tomatoes,Vegetables,40,28,4,2025-02-24,2.709,5,38.0,40.0,38.0,49,24,0,30.0,940.0,672,268.0,14.14
2025-02-22,Brown Bread,Bakery,55,40,4,2025-02-24,1.829,10,49.5,,,17,15,1,27.3,742.5,600,142.5,9.29
2025-02-22,Burger Buns (4 pcs),Bakery,30,22,4,2025-02-24,1.99,10,27.0,,,12,11,1,26.7,297.0,242,55.0,6.0
2025-02-22,Ladi Pav (6 pcs),Bakery,20,14,3,2025-02-24,1.307,10,18.0,,,40,33,1,30.0,594.0,462,132.0,22.86
2025-02-22,White Bread,Bakery,45,32,4,2025-02-23,0.59,40,27.0,,,16,16,1,28.9,432.0,512,-80.0,19.14
2025-02-22,Milk 1L (Toned),Dairy,66,58,2,2025-02-24,1.159,5,62.7,,,40,29,1,12.1,1818.3,1682,136.3,21.57
2025-02-22,Paneer 200g,Dairy,90,65,4,2025-02-24,1.494,5,85.5,,,13,13,1,27.8,1111.5,845,266.5,9.43
2025-02-22,Eggs (1 Dozen),Eggs,85,68,14,2025-03-07,12.264,0,85.0,,,253,13,1,20.0,1105.0,884,221.0,24.57
2025-02-22,Bananas,Fruits,60,42,5,2025-02-25,2.481,10,54.0,,,44,22,1,30.0,1188.0,924,264.0,11.14
2025-02-22,Basmati Rice 1kg,Grocery,95,72,365,2026-01-01,312.603,0,95.0,,,10189,20,1,24.2,1900.0,1440,460.0,25.86
2025-02-22,Onions 1kg,Grocery,35,24,15,2025-02-25,2.206,30,24.5,,,65,65,1,31.4,1592.5,1560,32.5,42.86
2025-02-22,Potatoes 1kg,Grocery,30,20,20,2025-02-25,2.873,40,18.0,,,89,84,1,33.3,1512.0,1680,-168.0,57.0
2025-02-22,Coriander (Bunch),Vegetables,15,8,2,2025-02-23,0.776,5,14.25,15.0,14.25,9,9,1,46.7,132.0,72,60.0,12.29
2025-02-22,Spinach Bunch,Vegetables,30,18,2,2025-02-24,1.148,0,30.0,30.0,30.0,17,12,1,40.0,360.0,216,144.0,9.43
2025-02-22,Tomatoes,Vegetables,40,28,4,2025-02-24,1.709,10,36.0,40.0,36.0,25,25,1,30.0,960.0,700,260.0,14.43
2025-02-23,Brown Bread,Bakery,55,40,4,2025-02-24,0.829,10,49.5,,,2,2,1,27.3,99.0,80,19.0,9.43
2025-02-23,Burger Buns (4 pcs),Bakery,30,22,4,2025-02-24,0.99,10,27.0,,,1,1,1,26.7,27.0,22,5.0,6.71
2025-02-23,Ladi Pav (6 pcs),Bakery,20,14,3,2025-02-24,0.307,40,12.0,,,7,7,1,30.0,84.0,98,-14.0,23.71
2025-02-23,White Bread,Bakery,45,32,4,2025-02-27,3.791,0,45.0,,,69,14,1,28.9,630.0,448,182.0,18.14
2025-02-23,Milk 1L (Toned),Dairy,66,58,2,2025-02-24,0.159,30,46.2,,,11,11,1,12.1,508.2,638,-129.8,23.0
2025-02-23,Paneer 200g,Dairy,90,65,4,2025-02-27,3.201,0,90.0,,,24,13,1,27.8,1170.0,845,325.0,9.14
2025-02-23,Eggs (1 Dozen),Eggs,85,68,14,2025-03-07,11.264,0,85.0,,,240,28,1,20.0,2380.0,1904,476.0,22.43
2025-02-23,Bananas,Fruits,60,42,5,2025-02-25,1.481,10,54.0,,,22,17,1,30.0,918.0,714,204.0,12.71
2025-02-23,Basmati Rice 1kg,Grocery,95,72,365,2026-01-01,311.603,0,95.0,,,10169,32,1,24.2,3040.0,2304,736.0,25.29
2025-02-23,Onions 1kg,Grocery,35,24,15,2025-03-10,14.701,0,35.0,,,414,33,1,31.4,1155.0,792,363.0,46.86
2025-02-23,Potatoes 1kg,Grocery,30,20,20,2025-02-25,1.873,30,21.0,,,5,5,1,33.3,105.0,100,5.0,59.14
2025-02-23,Coriander (Bunch),Vegetables,15,8,2,2025-02-25,1.03,0,15.0,15.0,15.0,27,13,1,46.7,195.0,104,91.0,10.57
2025-02-23,Spinach Bunch,Vegetables,30,18,2,2025-02-24,0.148,40,18.0,30.0,18.0,5,5,1,40.0,126.0,90,36.0,10.57
2025-02-23,Tomatoes,Vegetables,40,28,4,2025-02-27,3.107,0,40.0,40.0,40.0,60,14,1,30.0,560.0,392,168.0,16.71
2025-02-24,Brown Bread,Bakery,55,40,4,2025-02-28,3.085,0,55.0,,,32,10,0,27.3,550.0,400,150.0,8.86
2025-02-24,Burger Buns (4 pcs),Bakery,30,22,4,2025-02-28,3.044,0,30.0,,,27,7,0,26.7,210.0,154,56.0,6.14
2025-02-24,Ladi Pav (6 pcs),Bakery,20,14,3,2025-02-27,2.983,0,20.0,,,63,13,0,30.0,260.0,182,78.0,20.14
2025-02-24,White Bread,Bakery,45,32,4,2025-02-27,2.791,0,45.0,,,55,14,0,28.9,630.0,448,182.0,17.57
2025-02-24,Milk 1L (Toned),Dairy,66,58,2,2025-02-26,1.93,0,66.0,,,50,20,0,12.1,1320.0,1160,160.0,22.0
2025-02-24,Paneer 200g,Dairy,90,65,4,2025-02-27,2.201,0,90.0,,,11,4,0,27.8,360.0,260,100.0,9.29
2025-02-24,Eggs (1 Dozen),Eggs,85,68,14,2025-03-07,10.264,5,80.75,,,212,25,0,20.0,2018.75,1700,318.75,22.86
2025-02-24,Bananas,Fruits,60,42,5,2025-02-25,0.481,40,36.0,,,5,5,0,30.0,180.0,210,-30.0,13.71
2025-02-24,Basmati Rice 1kg,Grocery,95,72,365,2026-01-01,310.603,0,95.0,,,10137,27,0,24.2,2565.0,1944,621.0,26.0
2025-02-24,Onions 1kg,Grocery,35,24,15,2025-03-10,13.701,0,35.0,,,381,33,0,31.4,1155.0,792,363.0,45.71
2025-02-24,Potatoes 1kg,Grocery,30,20,20,2025-03-16,19.58,0,30.0,,,836,35,0,33.3,1050.0,700,350.0,51.43
2025-02-24,Coriander (Bunch),Vegetables,15,8,2,2025-02-25,0.03,60,6.0,15.0,6.0,14,14,0,46.7,156.0,112,44.0,11.71
2025-02-24,Spinach Bunch,Vegetables,30,18,2,2025-02-26,1.228,0,30.0,30.0,30.0,22,7,0,40.0,210.0,126,84.0,8.71
2025-02-24,Tomatoes,Vegetables,40,28,4,2025-02-27,2.107,0,40.0,40.0,40.0,46,14,0,30.0,560.0,392,168.0,16.43
2025-02-25,Brown Bread,Bakery,55,40,4,2025-02-28,2.085,0,55.0,,,22,2,0,27.3,110.0,80,30.0,9.43
2025-02-25,Burger Buns (4 pcs),Bakery,30,22,4,2025-02-28,2.044,0,30.0,,,20,1,0,26.7,30.0,22,8.0,6.0
2025-02-25,Ladi Pav (6 pcs),Bakery,20,14,3,2025-02-27,1.983,0,20.0,,,50,22,0,30.0,440.0,308,132.0,20.71
